Company Name,fbId,fbPageId,2007 count(*),2008 count(*),2009 count(*),2010 count(*),2011 count(*),2012 count(*),2013 count(*),2014 count(*),2015 count(*),2016 count(*),2007 commentsCount,2008 commentsCount,2009 commentsCount,2010 commentsCount,2011 commentsCount,2012 commentsCount,2013 commentsCount,2014 commentsCount,2015 commentsCount,2016 commentsCount,2007 likesCount,2008 likesCount,2009 likesCount,2010 likesCount,2011 likesCount,2012 likesCount,2013 likesCount,2014 likesCount,2015 likesCount,2016 likesCount,2007 reactionsCount,2008 reactionsCount,2009 reactionsCount,2010 reactionsCount,2011 reactionsCount,2012 reactionsCount,2013 reactionsCount,2014 reactionsCount,2015 reactionsCount,2016 reactionsCount,2007 sharesCount,2008 sharesCount,2009 sharesCount,2010 sharesCount,2011 sharesCount,2012 sharesCount,2013 sharesCount,2014 sharesCount,2015 sharesCount,2016 sharesCount,2007 hasCaption,2008 hasCaption,2009 hasCaption,2010 hasCaption,2011 hasCaption,2012 hasCaption,2013 hasCaption,2014 hasCaption,2015 hasCaption,2016 hasCaption,2007 blankMessage,2008 blankMessage,2009 blankMessage,2010 blankMessage,2011 blankMessage,2012 blankMessage,2013 blankMessage,2014 blankMessage,2015 blankMessage,2016 blankMessage,2007 updatedLater,2008 updatedLater,2009 updatedLater,2010 updatedLater,2011 updatedLater,2012 updatedLater,2013 updatedLater,2014 updatedLater,2015 updatedLater,2016 updatedLater,2007 hasParent,2008 hasParent,2009 hasParent,2010 hasParent,2011 hasParent,2012 hasParent,2013 hasParent,2014 hasParent,2015 hasParent,2016 hasParent,2007 hasPlace,2008 hasPlace,2009 hasPlace,2010 hasPlace,2011 hasPlace,2012 hasPlace,2013 hasPlace,2014 hasPlace,2015 hasPlace,2016 hasPlace,2007 hasMessageTags,2008 hasMessageTags,2009 hasMessageTags,2010 hasMessageTags,2011 hasMessageTags,2012 hasMessageTags,2013 hasMessageTags,2014 hasMessageTags,2015 hasMessageTags,2016 hasMessageTags,2007 hasSource,2008 hasSource,2009 hasSource,2010 hasSource,2011 hasSource,2012 hasSource,2013 hasSource,2014 hasSource,2015 hasSource,2016 hasSource,2007 hasTo,2008 hasTo,2009 hasTo,2010 hasTo,2011 hasTo,2012 hasTo,2013 hasTo,2014 hasTo,2015 hasTo,2016 hasTo,2007 postedFromApp,2008 postedFromApp,2009 postedFromApp,2010 postedFromApp,2011 postedFromApp,2012 postedFromApp,2013 postedFromApp,2014 postedFromApp,2015 postedFromApp,2016 postedFromApp,2007 added_photosStory,2008 added_photosStory,2009 added_photosStory,2010 added_photosStory,2011 added_photosStory,2012 added_photosStory,2013 added_photosStory,2014 added_photosStory,2015 added_photosStory,2016 added_photosStory,2007 shared_storyStory,2008 shared_storyStory,2009 shared_storyStory,2010 shared_storyStory,2011 shared_storyStory,2012 shared_storyStory,2013 shared_storyStory,2014 shared_storyStory,2015 shared_storyStory,2016 shared_storyStory,2007 added_videoStory,2008 added_videoStory,2009 added_videoStory,2010 added_videoStory,2011 added_videoStory,2012 added_videoStory,2013 added_videoStory,2014 added_videoStory,2015 added_videoStory,2016 added_videoStory,2007 mobile_status_updateStory,2008 mobile_status_updateStory,2009 mobile_status_updateStory,2010 mobile_status_updateStory,2011 mobile_status_updateStory,2012 mobile_status_updateStory,2013 mobile_status_updateStory,2014 mobile_status_updateStory,2015 mobile_status_updateStory,2016 mobile_status_updateStory,2007 published_storyStory,2008 published_storyStory,2009 published_storyStory,2010 published_storyStory,2011 published_storyStory,2012 published_storyStory,2013 published_storyStory,2014 published_storyStory,2015 published_storyStory,2016 published_storyStory,2007 created_noteStory,2008 created_noteStory,2009 created_noteStory,2010 created_noteStory,2011 created_noteStory,2012 created_noteStory,2013 created_noteStory,2014 created_noteStory,2015 created_noteStory,2016 created_noteStory,2007 wall_postStory,2008 wall_postStory,2009 wall_postStory,2010 wall_postStory,2011 wall_postStory,2012 wall_postStory,2013 wall_postStory,2014 wall_postStory,2015 wall_postStory,2016 wall_postStory,2007 created_eventStory,2008 created_eventStory,2009 created_eventStory,2010 created_eventStory,2011 created_eventStory,2012 created_eventStory,2013 created_eventStory,2014 created_eventStory,2015 created_eventStory,2016 created_eventStory,2007 noTypeStory,2008 noTypeStory,2009 noTypeStory,2010 noTypeStory,2011 noTypeStory,2012 noTypeStory,2013 noTypeStory,2014 noTypeStory,2015 noTypeStory,2016 noTypeStory
Teach For America,8433834471,64,0,6,172,671,47,777,518,660,521,107,0,3,87,433,23,589,504,1063,690,75,0,9,452,2487,161,12818,12717,9199,13943,1638,0,9,452,2487,161,12818,12717,9200,14090,1650,0,0,0,5,1,47,21,76,17,21,0,0,0,156,10,246,158,138,78,11,0,0,104,325,17,283,186,300,321,66,0,4,154,633,44,732,464,585,445,83,0,0,104,316,17,273,183,305,317,66,0,0,0,0,0,3,1,3,0,0,0,2,11,22,3,46,26,22,12,3,0,0,8,35,4,47,27,40,26,5,0,4,69,361,32,520,344,364,210,40,0,0,0,2,0,0,1,0,1,0,0,0,1,16,2,41,29,53,23,5,0,0,79,427,23,452,275,377,306,40,0,0,0,0,0,3,1,3,1,0,0,2,26,70,4,43,19,45,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,152,18,195,127,139,95,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,43,67,43,65,31
WellStar Health System,94455639888,115,0,2,4,9,0,35,49,69,43,6,0,0,0,1,0,16,98,85,52,5,0,0,0,6,0,47,559,634,1144,67,0,0,0,6,0,47,559,634,1220,70,0,0,0,1,0,3,233,221,196,6,0,0,0,2,0,14,8,13,21,2,0,0,0,0,0,0,0,0,1,0,0,2,4,8,0,26,23,39,27,5,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,4,0,13,12,30,24,2,0,0,0,0,0,0,1,1,2,1,0,2,4,6,0,23,38,43,20,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,4,9,4,0,0,0,0,2,0,17,11,18,25,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0,12,32,35,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernst & Young,195665063800329,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooley,29631010782,127,0,0,4,5,1,8,6,23,19,1,0,0,0,4,0,1,0,4,5,3,0,0,0,8,0,11,33,131,215,6,0,0,0,8,0,11,33,131,216,6,0,0,0,1,0,1,15,12,22,0,0,0,0,3,0,2,5,11,5,1,0,0,0,1,0,0,0,0,0,0,0,0,4,5,1,8,5,19,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,6,6,19,17,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,3,0,6,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,1,4,7,0,0,0,0,3,0,2,5,14,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz USA,6604386669,11,19,11,0,0,2,3932,7627,6735,4303,515,0,0,0,0,0,6016,20337,27572,31615,4255,0,0,0,0,0,243906,989524,1238677,1147317,121256,0,0,0,0,0,243907,989527,1238920,1157709,122974,0,0,0,0,0,1931,1265,796,1357,102,0,0,0,0,1,438,448,196,115,24,0,0,0,0,0,1124,2815,3308,2792,305,19,11,0,0,2,3645,6840,5629,3423,397,0,0,0,0,0,807,2066,2856,2604,271,0,0,0,0,0,37,94,46,59,4,0,0,0,0,0,310,334,132,111,22,0,0,0,0,0,168,288,365,369,60,19,11,0,0,2,3279,5753,3966,1710,237,0,0,0,0,0,34,43,33,14,2,0,0,0,0,0,881,1666,1188,734,112,0,0,0,0,1,1141,1465,1334,1158,158,0,0,0,0,0,2,12,13,19,1,0,0,0,0,0,9,115,407,398,41,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,1,1460,2888,2155,806,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,1470,1638,1188,101
Chesapeake Energy,201579567564,17,0,0,0,0,0,216,128,139,54,15,0,0,0,0,0,194,145,183,86,4,0,0,0,0,0,529,582,1348,475,50,0,0,0,0,0,529,582,1348,532,50,0,0,0,0,0,16,201,494,259,46,0,0,0,0,0,59,25,27,17,5,0,0,0,0,0,47,11,25,2,0,0,0,0,0,0,154,88,93,43,12,0,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,18,35,44,21,7,0,0,0,0,0,4,3,3,1,0,0,0,0,0,0,169,102,98,34,8,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,18,34,58,21,5,0,0,0,0,0,94,34,27,21,5,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,6,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,54,44,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
SRA International,45726451297,112,0,0,2,2,0,1,2,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,67,1,5,0,0,0,1,0,0,3,67,1,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General Mills,163903596981363,58,0,0,1,48,2,151,81,112,90,11,0,0,0,67,0,147,42,47,33,0,0,0,0,29,0,382,98,201,123,1,0,0,0,29,0,382,98,201,124,1,0,0,0,4,0,6,4,15,8,0,0,0,1,10,0,10,12,19,8,1,0,0,0,0,0,2,4,3,7,0,0,0,1,12,2,83,65,80,67,11,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,11,0,4,4,9,4,0,0,0,0,0,0,4,3,5,2,1,0,0,1,40,2,150,80,107,89,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,21,12,34,33,4,0,0,1,10,0,12,14,20,10,1,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,117,54,56,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deloitte,667369363331771,61,0,0,0,0,0,0,2,11,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH2M Hill,130017893696618,97,0,0,0,13,1,37,60,51,14,0,0,0,0,13,2,71,69,46,6,0,0,0,0,0,0,22,96,10,2,0,0,0,0,0,0,22,96,10,2,0,0,0,0,0,0,6,8,0,0,0,0,0,0,2,0,2,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,12,11,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,36,57,51,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,34,55,47,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
